,id,age,highest_education,profession,avg(GROSPAYX),hispanic,weekly_hours_worked,in_college,is_married,schoolmeals_purchases,self_employed,sex,supp_security,reason_unemployment,main_profession,numweeks_schoolmeals,id_2,psu,psu_popsize,net_income,FWAGEXM,alcbev,bakery,beef,cereal,child_age,housing_type,census_division,eggs,fam_size,food_away,food_home,total_food,fresh_fruit,fresh_veg,value_foodstamps,number_foodstamps,non_alc_grocery,milk,number_earners,non_alc_bevs,oils,othdairy,othmeat,members_under18,members_over64,pet_food,pork,procfruit,proc_veg,spouse_race,foodstamp_or_not,seafood,smoking,lives_in_MSA,state,sweets,vehicle,miscellaneous,poultry,total_food_percent
1496,367236,35,Some college but no degree,Paid employee of a PRIVATE company,480.0,No,40.0,Not at all,Married,,No,Female,,,101.0,,367236,Rest of America,0.33-1.19 mil,29840.0,26000.0,49.09,23.57365,20.71,4.255,4,"House, apartment, flat",West North Central,2.1,5,151.205,202.50263999999999,353.70763999999997,0.0,1.445,320.0,12.0,200.0,4.615,1,34.685,2.635,15.835,4.935,4,0,19.86,21.98635,2.1533599999999997,4.3166400000000005,,Yes,0.0,35.39,Yes,Nebraska,11.335,2.0,42.10264,5.82,0.6163806058981233
1556,367344,68,High school graduate,,,Yes,,Part time,Never married,,No,Female,8804.0,"Ill, disabled, unable to work",900.0,,367344,Rest of America,1.20-4 mil,10664.0,0.0,0.0,11.185039999999999,3.6043,2.201675,0,"House, apartment, flat",New England,1.6587599999999998,1,0.0,77.500005,77.500005,3.5941300000000003,4.985025,155.0,12.0,62.0,3.3477,0,8.289805,2.2714950000000003,3.2249950000000003,2.58724,0,1,0.0,2.6661349999999997,1.931455,2.682615,,Yes,2.990525,0.0,Yes,Connecticut,3.74025,,11.30071,5.23815,0.37790700112528136
1560,367353,37,Some college but no degree,Paid employee of a PRIVATE company,328.0,No,30.0,Not at all,Never married,,No,Female,,,105.0,,367353,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,19512.0,13000.0,0.0,18.49,12.38,2.5,3,"House, apartment, flat",Middle Atlantic,3.695,3,116.175,90.275,206.45,1.0,4.925,478.0,12.0,75.0,3.875,1,0.0,2.5,14.0,6.0,2,0,0.0,12.915,0.44223999999999997,4.05776,,Yes,0.0,25.92,Yes,New York,2.995,,0.5,0.0,0.5501947519475194
1565,367364,63,High school graduate,,,No,,Not at all,Separated,,No,Female,,"Ill, disabled, unable to work",900.0,,367364,Rest of America,0.33-1.19 mil,15686.2,0.0,0.0,2.5,0.0,1.25,0,"House, apartment, flat",West North Central,0.0,1,0.0,17.43,17.43,5.49,0.5,123.0,12.0,10.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.5,1.615,1.175,1.395,,Yes,0.0,0.0,Yes,Nebraska,1.17,2.0,0.0,2.335,0.05778072445844117
1567,367374,49,"Some high school, no degree",,,No,,,Never married,,No,Male,1044.0,"Ill, disabled, unable to work",900.0,,367374,Rest of America,1.20-4 mil,10404.6,0.0,0.0,1.89,0.0,0.0,0,"House, apartment, flat",Middle Atlantic,0.495,1,0.0,110.585,110.585,9.905,0.915,147.0,12.0,45.0,0.99,0,3.77,0.995,0.0,3.99,0,0,0.0,11.21,0.43781499999999995,2.642185,,Yes,23.445,0.0,Yes,New York,2.985,,31.27,15.645,0.5526805451434942
1570,367382,59,Some college but no degree,,,No,,Not at all,Divorced,,No,Female,375.0,"Ill, disabled, unable to work",900.0,,367382,Rest of America,"< 125,000",5235.0,0.0,0.0,0.0,0.0,0.0,0,"House, apartment, flat",,0.0,1,4.195,0.0,4.195,0.0,0.0,30.0,12.0,40.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,No,,0.0,1.0,0.0,0.0,0.041669531996179565
1580,367410,21,Some college but no degree,,,No,,Not at all,Never married,,No,Female,,Taking care of home/family,910.0,,367410,Rest of America,1.20-4 mil,8768.0,0.0,1.653225,6.885,15.3,2.24,1,"House, apartment, flat",South Atlantic,2.805,4,5.096775,128.52,133.616775,0.0,5.095,649.0,12.0,140.0,8.535,0,12.81,3.055,1.36,5.1,2,0,10.2,9.52,2.390155,4.959845,,Yes,7.525,48.085,Yes,North Carolina,2.04,,21.785,17.115,0.7924352531934307
1591,367441,25,"Some high school, no degree",,,Yes,,,Never married,,No,Male,,"Ill, disabled, unable to work",900.0,,367441,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,12911.4,0.0,0.0,2.0,0.0,0.0,0,"House, apartment, flat",Middle Atlantic,0.0,1,10.0,4.0,14.0,0.0,0.0,190.0,12.0,120.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.8844799999999999,1.11552,,Yes,0.0,0.0,Yes,New York,0.0,,0.0,0.0,0.05638428055826634
1597,367453,57,Some college but no degree,,825.0,No,20.0,Not at all,Separated,,No,Female,,"Ill, disabled, unable to work",900.0,,367453,"Los Angeles-Long Beach-Anaheim, CA",4 mil+,25428.0,9900.0,0.0,2.89,0.0,0.0,7,"House, apartment, flat",Pacific,0.0,2,0.0,27.17,27.17,2.145,0.0,194.0,12.0,75.0,0.0,1,9.575,0.0,0.0,0.0,0,0,0.0,0.0,2.49,0.0,,Yes,0.0,0.0,Yes,California,2.785,1.0,7.285,0.0,0.055562372188139066
1605,367467,26,Some college but no degree,Paid employee of a PRIVATE company,1356.0,No,55.0,Not at all,Never married,,No,Female,,,110.0,,367467,"Minneapolis-St. PaulBloomington, MN-WI",1.20-4 mil,38513.0,34802.0,0.0,6.885,0.0,3.98,1,"House, apartment, flat",West North Central,0.37,2,88.83,47.990005,136.820005,1.5213700000000001,0.65972,279.0,9.0,70.0,1.245,1,1.885,0.0,1.99,0.0,1,0,0.0,2.74,0.75,6.744105,,Yes,0.0,3.28081,Yes,,0.0,1.0,8.21981,11.0,0.18473347337262744
1632,367523,36,Master’s or greater,Paid employee of a PRIVATE company,,No,40.0,Not at all,Never married,,Yes,Female,,,101.0,,367523,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,44799.4,13920.0,0.0,1.495,0.0,0.39,0,"House, apartment, flat",Middle Atlantic,0.0,1,2.555,11.73,14.285,0.0,0.0,84.0,3.0,30.0,2.99,1,2.82,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.47,,Yes,0.0,0.0,Yes,New Jersey,0.0,1.0,1.565,0.0,0.016581025638736233
1636,367531,46,Bachelor’s degree,A Federal government employee,356.0,No,40.0,Not at all,Separated,,No,Female,,,111.0,,367531,Rest of America,"125,000 - 330,000",20325.2,13125.2,0.0,0.895,0.0,2.46,5,"House, apartment, flat",West South Central,0.72,2,0.0,59.885,59.885,1.735,2.485,300.0,6.0,100.0,3.12,1,17.98,0.0,6.37,0.0,1,0,0.0,9.06,0.0,0.64,,Yes,0.0,0.0,Yes,Louisiana,2.0,1.0,7.16,5.26,0.15320980851356936
1675,367599,31,High school graduate,Paid employee of a PRIVATE company,297.5,No,24.0,Not at all,Married,,No,Female,,,105.0,,367599,"Los Angeles-Long Beach-Anaheim, CA",4 mil+,85200.0,84000.0,1.995,1.495,2.065,23.53,0,"House, apartment, flat",Pacific,1.79,7,32.87,174.46,207.33,28.837934999999998,22.207065,200.0,6.0,100.0,1.99,5,7.68,0.0,0.0,0.0,0,0,0.0,24.445,5.545,0.0,,Yes,7.395,0.0,Yes,California,10.255,4.0,8.95,28.275,0.1265394366197183
1706,367660,88,Associate’s degree in college,,,No,,Not at all,Widowed,,No,Female,,Retired,930.0,,367660,Rest of America,0.33-1.19 mil,14526.0,0.0,0.0,2.18919,5.883475,1.67685,7,"House, apartment, flat",West North Central,0.0,2,18.5,33.706975,52.206975,1.551965,0.89381,631.0,6.0,75.0,1.968105,0,2.5093400000000003,2.257645,3.755385,0.0,0,1,0.0,0.0,2.453815,0.0,,Yes,0.0,0.0,Yes,,1.46193,1.0,7.105465,0.0,0.18688990086741017
1721,367691,33,High school graduate,Paid employee of a PRIVATE company,1000.0,Yes,35.0,Not at all,Married,,No,Female,,,110.0,,367691,Rest of America,0.33-1.19 mil,59660.0,59000.0,5.5,2.375,0.0,0.0,2,"House, apartment, flat",West North Central,0.495,4,43.5,52.305,95.805,5.535,5.31,55.0,12.0,100.0,2.88,2,0.0,0.0,17.18,0.0,2,0,7.98,0.0,0.528475,0.666525,1.0,Yes,2.495,0.0,Yes,Nebraska,0.625,2.0,10.72,3.495,0.08350419041233659
1722,367698,60,Associate’s degree in college,,,No,,Not at all,Divorced,,No,Female,,Retired,930.0,,367698,Rest of America,"125,000 - 330,000",11928.0,0.0,5.665,3.67,5.29,2.13,0,Mobile home or trailer with NO permanent room added,East South Central,0.895,1,0.0,58.275,58.275,0.655,1.805,125.0,12.0,75.0,3.305,0,5.35,1.34,4.005,0.0,0,0,0.0,10.21,0.0,2.405,,Yes,0.0,0.0,No,,1.005,1.0,7.08,9.13,0.25404929577464785
1726,367705,78,"Some high school, no degree",,,No,,,Divorced,,No,Female,,"Ill, disabled, unable to work",900.0,,367705,Rest of America,"< 125,000",10392.0,0.0,0.0,7.885,0.0,3.725,0,"House, apartment, flat",,0.44,1,0.0,50.75,50.75,0.0,0.0,73.0,12.0,35.0,0.415,0,8.335,1.99,4.015,0.0,0,1,3.34,3.98,6.375,1.135,,Yes,0.0,0.0,Yes,,0.99,,11.465,0.0,0.2539453425712086
1737,367727,52,"Some high school, no degree",Paid employee of a PRIVATE company,160.0,No,18.0,,Widowed,,No,Female,,,110.0,,367727,Rest of America,0.33-1.19 mil,4920.0,3000.0,0.0,4.9678,3.65959,0.0,0,"House, apartment, flat",East South Central,2.110035,1,1.52,25.320005,26.840004999999998,1.84168,1.183935,160.0,12.0,100.0,0.0,1,2.446175,0.0,0.0,0.0,0,0,0.0,3.5704050000000005,0.0,0.0,,Yes,0.0,0.0,Yes,Tennessee,1.9364599999999998,,3.603925,0.0,0.2836748495934959
1738,367729,45,High school graduate,,,No,,Not at all,Never married,,No,Male,,"Ill, disabled, unable to work",900.0,,367729,Rest of America,0.33-1.19 mil,30945.0,0.0,0.0,2.625,11.915,10.435,0,Mobile home or trailer with NO permanent room added,East South Central,0.0,4,0.0,104.38,104.38,3.915,8.931014999999999,167.0,12.0,111.0,0.0,0,1.37,5.645,8.038985,14.165,0,0,0.0,8.645,0.0,6.8,,Yes,0.0,0.0,Yes,Tennessee,3.76,1.0,18.135,0.0,0.17540022620778803
1782,367811,65,Bachelor’s degree,,1750.0,No,40.0,Not at all,Married,,No,Male,,Retired,930.0,,367811,"St. Louis, MO-IL",1.20-4 mil,124516.8,56000.0,0.0,13.02,0.0,5.42,7,"House, apartment, flat",East North Central,2.05,3,31.04,109.16,140.2,14.43,12.775,200.0,2.0,85.0,5.58,1,23.52,0.65,9.16,0.0,0,1,29.765,4.605,0.0,3.085,1.0,Yes,1.105,0.0,Yes,Illinois,0.0,2.0,10.305,3.455,0.05854952905953253
1825,367883,27,"Some high school, no degree",,,Yes,44.0,,Married,,No,Female,,Taking care of home/family,910.0,,367883,Rest of America,"< 125,000",27528.0,25200.0,2.554775,11.155005000000001,10.495,0.0,2,Mobile home or trailer with NO permanent room added,,0.0,4,5.795225,81.745005,87.54023000000001,8.910005,6.849995,194.0,12.0,150.0,1.25,1,5.92,2.145,0.0,6.73,2,0,0.0,7.86,0.0,0.0,1.0,Yes,1.98,0.0,No,,1.875,2.0,6.91,9.665,0.16536224789305437
1832,367892,53,High school graduate,Paid employee of a PRIVATE company,1500.0,No,40.0,Not at all,Married,,No,Female,,,101.0,,367892,Rest of America,1.20-4 mil,48853.0,40000.0,11.25,4.19,2.745,0.0,5,"House, apartment, flat",East North Central,0.5,3,633.2335099999999,188.89,822.12351,1.625,5.995,357.0,1.0,180.0,1.99,1,2.145,0.0,3.995,109.495,1,0,151.5,11.75,0.9081299999999999,6.96687,2.0,Yes,21.1,0.0,Yes,Ohio,0.995,2.0,12.195,2.295,0.8750828510019856
1845,367918,40,High school graduate,Self-employed,600.0,No,36.5,Not at all,Married,,Yes,Male,,,213.0,,367918,Rest of America,"< 125,000",19024.0,16500.0,0.0,0.895,0.0,0.0,5,Mobile home or trailer with one or more permanent rooms added,,0.0,4,29.07,12.58,41.65,0.0,0.0,471.0,4.0,200.0,1.945,2,9.74,0.0,0.0,0.0,2,0,0.0,0.0,0.0,0.0,1.0,Yes,0.0,1.59,No,,0.0,1.0,0.0,0.0,0.11384566862910007
1852,367933,46,Some college but no degree,Paid employee of a PRIVATE company,383.0,No,28.0,Part time,Separated,,No,Female,,,110.0,,367933,Rest of America,"125,000 - 330,000",21400.0,16000.0,0.0,4.945,0.0,1.29,3,"House, apartment, flat",West North Central,0.0,3,0.0,37.65,37.65,2.155,0.0,450.0,12.0,125.0,3.79,1,8.715,2.325,3.0,2.74,2,0,0.0,0.0,0.0,0.0,,Yes,1.495,0.0,Yes,Nebraska,0.0,2.0,7.195,0.0,0.09148598130841121
1855,367940,68,High school graduate,,,No,,Not at all,Never married,,No,Male,432.0,Retired,930.0,,367940,"Washington-ArlingtonAlexandria, DC-VA-MD-WV",4 mil+,6648.0,0.0,0.0,4.38,0.0,1.0,0,"House, apartment, flat",South Atlantic,0.0,1,11.56,21.75,33.31,2.05,2.38,63.0,12.0,35.0,3.47,0,0.0,0.0,1.59,0.0,0,1,0.0,0.0,3.69,0.0,,Yes,2.2,0.0,Yes,District of Columbia,0.0,,0.99,0.0,0.2605475330926595
1857,367944,25,Some college but no degree,Paid employee of a PRIVATE company,630.0,No,40.0,Not at all,Never married,,No,Female,,,104.0,,367944,Rest of America,"125,000 - 330,000",21233.6,16913.6,0.0,5.26,6.49,2.545,2,"House, apartment, flat",East South Central,0.90238,3,15.91,77.115,93.025,1.16762,1.425,360.0,12.0,60.0,1.135,1,11.78,2.675,1.79,0.0,2,0,0.0,1.53,6.26049,0.71951,,Yes,0.0,0.0,Yes,Alabama,2.465,1.0,30.97,0.0,0.22781346545098338
1909,368054,29,"Some high school, no degree",,,No,40.0,,Divorced,,No,Female,581.0,Unable to find work,800.0,,368054,Rest of America,"125,000 - 330,000",41713.0,35000.0,0.0,14.31,15.805,14.355,3,"House, apartment, flat",Middle Atlantic,2.33,5,0.0,247.62,247.62,11.04265,3.01235,511.0,12.0,115.0,6.42,1,35.4,3.09,21.295,11.145,2,0,2.75,39.65,1.67,15.275,,Yes,0.0,11.27,Yes,Pennsylvania,17.04,4.0,30.965,4.815,0.3086865006113202
1931,368100,58,Associate’s degree in college,Paid employee of a PRIVATE company,222.0,No,20.0,Not at all,Divorced,,No,Female,,,103.0,,368100,Rest of America,0.33-1.19 mil,18355.2,16384.2,0.0,0.535,0.0,3.365,0,"House, apartment, flat",West North Central,0.52,1,63.755,51.545,115.3,3.975,3.135,219.0,9.0,60.0,0.63,1,9.38,0.0,7.965,0.0,0,0,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,Kansas,2.295,1.0,3.52,16.225,0.3266431311018131
1933,368105,36,"Some high school, no degree",Paid employee of a PRIVATE company,547.0,No,26.0,,Married,,No,Female,,,109.0,,368105,"Anchorage, AK","125,000 - 330,000",24300.0,13500.0,19.58,1.8752349999999998,0.0,0.0,4,"House, apartment, flat",Pacific,8.47,5,9.995,34.64,44.635,3.12677,0.7408600000000001,900.0,12.0,100.0,0.0,2,10.63,0.0,0.0,0.0,3,0,0.0,0.0,0.0,0.0,1.0,Yes,0.0,0.0,Yes,Alaska,0.0,2.0,9.797135,0.0,0.09551522633744856
1955,368156,50,High school graduate,,282.0,No,31.5,Not at all,Separated,,No,Male,,"Ill, disabled, unable to work",900.0,,368156,Rest of America,"< 125,000",28120.0,13000.0,0.0,1.27,11.12,0.0,7,Mobile home or trailer with one or more permanent rooms added,,0.0,3,44.06,31.355,75.415,0.0,0.0,192.0,10.0,90.0,3.59,2,5.265,0.0,2.295,2.81,0,0,0.0,0.0,0.0,0.0,,Yes,0.66,10.92,No,,0.0,2.0,2.045,2.3,0.13945874822190613
1958,368162,53,High school graduate,,,No,,Not at all,Divorced,,No,Female,,"Ill, disabled, unable to work",900.0,,368162,"Seattle-Tacoma-Bellevue, WA",1.20-4 mil,15336.0,0.0,10.311805,0.0,16.475,0.0,0,"House, apartment, flat",Pacific,0.0,1,40.983195,29.33,70.313195,1.25,0.0,99.0,12.0,40.0,0.0,0,1.29,0.0,0.0,1.75,0,0,0.0,6.98,0.0,0.0,,Yes,0.0,0.0,Yes,,1.585,,0.0,0.0,0.23841198095983304
1964,368171,46,"Some high school, no degree",,,Yes,32.0,,Never married,,No,Female,,Taking care of home/family,910.0,,368171,"Los Angeles-Long Beach-Anaheim, CA",4 mil+,20204.6,13627.6,0.0,11.695,16.515,1.49,6,"House, apartment, flat",Pacific,0.0,10,4.72,179.55,184.27,22.815,19.895,500.0,12.0,65.0,8.576425,1,3.945,8.905,7.39,3.18,6,0,0.0,15.795,0.935,0.0,,Yes,17.945,0.0,Yes,California,8.358575,2.0,11.0,21.11,0.4742504182215932
1967,368183,77,Grade 8 or lower,,,No,,,Divorced,,No,Female,156.0,Retired,930.0,,368183,Rest of America,1.20-4 mil,11307.0,0.0,0.0,14.705,12.53,0.515,0,"House, apartment, flat",South Atlantic,1.355,1,0.0,78.04,78.04,0.0,3.205,194.0,12.0,50.0,0.0,0,2.62,4.605,3.935,0.0,0,1,0.0,8.09,6.255,5.74,,Yes,0.0,0.0,Yes,,3.23,,3.495,7.76,0.3588997965861856
1970,368190,35,High school graduate,Paid employee of a PRIVATE company,,No,27.5,Not at all,Married,,No,Male,,,110.0,,368190,"Phoenix-Mesa-Scottsdale, AZ",1.20-4 mil,20880.4,18480.4,0.0,12.72423,5.49,36.24,1,"House, apartment, flat",Mountain,2.1518599999999997,7,14.6165,149.465,164.0815,8.04577,14.49,200.0,12.0,100.0,2.495,2,4.635,0.0,3.39,3.962675,2,0,0.0,5.702325,6.31314,8.72,4.0,Yes,8.445,0.0,Yes,Arizona,3.83,1.0,14.06,8.77,0.40862426007164615
1972,368192,50,High school graduate,,,Yes,,Not at all,Never married,,No,Male,,"Ill, disabled, unable to work",900.0,,368192,"Tampa-St. PetersburgClearwater, FL",1.20-4 mil,7824.0,0.0,0.0,2.345,18.975260000000002,1.945,0,"House, apartment, flat",South Atlantic,1.195,2,1.88,50.955005,52.835005,0.0,3.035,118.0,12.0,75.0,1.145,0,4.355,0.0,0.0,7.1799550000000005,0,1,0.0,8.27979,0.0,0.0,,Yes,0.0,0.0,Yes,Florida,0.0,2.0,2.5,0.0,0.351152896216769
1992,368228,45,Some college but no degree,,800.0,No,40.0,Not at all,Married,,No,Male,,"Ill, disabled, unable to work",900.0,,368228,"Atlanta-Sandy Springs-Roswell, GA",4 mil+,43448.0,19200.0,0.0,1.27,0.0,1.605,5,"House, apartment, flat",South Atlantic,2.54,5,19.775,20.660004999999998,40.435005,0.0,2.586245,400.0,12.0,70.0,3.14,1,3.68,2.03,0.0,0.0,3,0,12.04,0.0,0.0,0.0,2.0,Yes,0.0,4.8,Yes,Georgia,0.0,2.0,3.80876,0.0,0.04839394816792487
2024,368293,24,High school graduate,Paid employee of a PRIVATE company,550.0,No,40.0,Not at all,Never married,,No,Female,,,110.0,,368293,Rest of America,0.33-1.19 mil,7088.0,3000.0,0.0,0.0,0.0,0.0,1,"House, apartment, flat",East North Central,0.0,3,94.03,0.0,94.03,0.0,0.0,511.0,8.0,60.0,0.0,1,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,Ohio,0.0,,0.0,0.0,0.6898363431151242
2030,368302,46,"Some high school, no degree",,,No,,,Divorced,,No,Male,,"Ill, disabled, unable to work",900.0,,368302,Rest of America,"< 125,000",11028.0,0.0,0.0,2.91,1.57,0.0,0,"House, apartment, flat",West South Central,0.0,1,15.76,26.125,41.885,0.0,0.0,50.0,12.0,20.0,0.0,0,4.315,0.0,0.0,1.58,0,0,0.0,3.075,0.0,1.34,,Yes,0.0,0.0,Yes,,0.0,2.0,5.575,5.76,0.19749909321726514
2047,368333,57,High school graduate,,,No,,Not at all,Divorced,,No,Female,,Taking care of home/family,910.0,,368333,Rest of America,"< 125,000",38768.8,0.0,0.0,18.66,0.0,14.5,3,Mobile home or trailer with NO permanent room added,,1.48,6,12.8,149.705,162.505,0.695,0.0,2400.0,12.0,250.0,5.87,0,21.64,0.0,22.01,1.87,5,0,0.0,0.0,1.0,0.0,,Yes,0.0,0.0,No,,27.11,2.0,30.235,4.635,0.21796547739419325
2071,368384,41,Bachelor’s degree,Paid employee of a PRIVATE company,1000.0,No,40.0,Not at all,Married,,No,Male,,,111.0,,368384,Rest of America,0.33-1.19 mil,16080.0,12000.0,0.0,16.96,0.0,5.495,1,"House, apartment, flat",East North Central,2.555,3,39.94,171.765,211.705,21.89,53.98,340.0,12.0,170.0,7.695,1,10.61,1.28,5.99,0.0,1,0,0.0,0.0,2.37479,13.060210000000001,1.0,Yes,0.0,0.0,Yes,Ohio,5.675,,24.2,0.0,0.6846181592039801
2082,368402,39,"Some high school, no degree",,566.666666666667,No,51.3333333333333,,Divorced,,No,Female,,Taking care of home/family,910.0,,368402,Rest of America,"< 125,000",79800.0,72000.0,0.0,5.655,23.575004999999997,8.6,6,"House, apartment, flat",,1.24,9,22.44,111.840005,134.28000500000002,0.0,7.04,650.0,12.0,225.0,7.39,3,6.205,1.49,2.84,3.27,5,0,0.0,7.33,2.48,1.24,,Yes,0.0,0.0,Yes,,0.0,4.0,25.625,7.86,0.08750075513784462
2089,368416,48,High school graduate,,,Yes,40.0,Not at all,Widowed,,No,Female,8820.0,"Ill, disabled, unable to work",900.0,,368416,"Chicago-Naperville-Elgin, IL-INWI",4 mil+,53800.0,28000.0,0.0,5.59,0.0,0.0,6,"House, apartment, flat",East North Central,2.81,5,33.555,54.715,88.27,7.455,0.0,500.0,12.0,100.0,0.0,1,10.62,1.51,2.11,1.705,1,1,0.0,0.0,0.725,0.0,,Yes,0.0,0.0,Yes,Illinois,0.75,1.0,18.71,2.73,0.08531672862453532
2104,368443,50,"Some high school, no degree",,,No,,,Married,,No,Male,12.0,"Ill, disabled, unable to work",900.0,,368443,Rest of America,"< 125,000",12022.0,0.0,0.0,0.0,0.0,0.0,0,Mobile home or trailer with NO permanent room added,,0.0,2,0.0,1.745,1.745,0.0,0.0,170.0,12.0,65.0,0.0,0,1.745,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,Yes,0.0,33.425,No,,0.0,2.0,0.0,0.0,0.007547828980202962
2105,368444,47,Associate’s degree in college,Paid employee of a PRIVATE company,372.0,No,20.0,Not at all,Widowed,,No,Female,,,103.0,,368444,"Denver-Aurora-Lakewood, CO",1.20-4 mil,13685.0,7461.0,0.0,0.5,1.845,0.0,3,"House, apartment, flat",Mountain,1.095,2,46.505,41.285,87.79,1.5,0.0,184.0,11.0,180.0,0.5,1,4.47,0.895,2.665,0.0,1,0,0.0,3.24,3.14,0.5,,Yes,0.0,0.0,Yes,Colorado,0.5,1.0,20.435,0.0,0.33358275484106686
2113,368462,40,High school graduate,,,No,,Not at all,Married,,No,Female,,"Ill, disabled, unable to work",900.0,,368462,Rest of America,"125,000 - 330,000",9319.8,0.0,2.135,14.26,0.0,2.52,5,Mobile home or trailer with NO permanent room added,South Atlantic,0.695,5,30.985,36.575,67.56,0.0,0.0,664.0,12.0,200.0,1.845,0,0.995,0.0,0.0,0.0,2,1,0.0,0.0,0.0,6.83,1.0,Yes,0.0,0.0,Yes,Florida,0.0,1.0,9.43,0.0,0.37695229511362904
2122,368491,58,High school graduate,Paid employee of a PRIVATE company,770.0,No,31.0,Not at all,Divorced,,No,Female,,,105.0,,368491,Rest of America,"125,000 - 330,000",15192.0,15000.0,3.47,1.89,4.99,1.47,0,"House, apartment, flat",Pacific,0.89,1,4.63,69.74,74.37,8.83,4.08,16.0,12.0,10.0,2.985,1,6.515,4.235,3.655,0.0,0,0,0.0,0.0,0.75,3.09,,Yes,0.0,0.0,Yes,California,10.82,1.0,13.04,2.5,0.2545576619273302
2139,368531,41,Some college but no degree,Self-employed,875.0,No,31.6666666666667,Part time,Married,,Yes,Female,,,210.0,,368531,Rest of America,"< 125,000",40176.0,36400.0,0.0,9.65,9.45,8.905,6,"House, apartment, flat",,2.655,5,55.355,153.9,209.255,9.415475,12.839525,296.0,6.0,250.0,3.56,3,16.36,4.65,6.52,16.735,2,0,10.105,1.59,0.0,9.02,6.0,Yes,11.37,22.325,No,,0.525,6.0,30.655,0.0,0.2708398048586221
2142,368535,29,Some college but no degree,Paid employee of a PRIVATE company,302.0,No,30.0,Part time,Married,,No,Female,,,105.0,,368535,Rest of America,"< 125,000",33167.8,32444.8,18.19,4.37,0.0,0.0,2,"House, apartment, flat",,0.0,5,7.507775,38.47,45.977775,0.0,0.0,241.0,3.0,100.0,5.825,2,8.09,0.0,0.0,0.0,3,0,0.0,8.32,0.0,4.15,1.0,Yes,0.0,29.04,No,,0.845,5.0,6.87,0.0,0.07208329464118814
2148,368548,19,Some college but no degree,A local government employee,400.0,No,45.5,Full time,Never married,,No,Female,,,103.0,,368548,Rest of America,1.20-4 mil,53626.0,42591.0,10.0,1.905545,0.0,0.0,0,"House, apartment, flat",East North Central,0.0,2,85.21,20.44,105.65,5.213430000000001,3.32456,345.0,3.0,35.0,0.0,2,3.6421349999999997,0.0,2.245,0.0,0,0,4.995,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,Ohio,0.0,2.0,4.10933,0.0,0.10244657442285458
2154,368561,62,High school graduate,,,Yes,,Part time,Divorced,,No,Male,,Retired,930.0,,368561,Rest of America,0.33-1.19 mil,20395.0,0.0,0.0,3.29,0.0,1.59,5,"House, apartment, flat",New England,0.0,2,8.66,19.13,27.79,1.795,0.0,16.0,12.0,130.0,0.995,0,0.265,1.495,1.145,0.99,1,0,0.845,0.0,0.0,2.19,,Yes,0.0,0.0,Yes,,2.39,1.0,2.985,0.0,0.07085462123069379
2157,368565,18,High school graduate,,,No,30.0,Part time,Never married,,No,Male,,Going to school,920.0,,368565,Rest of America,"125,000 - 330,000",18180.0,0.0,0.0,1.6662299999999999,0.0,1.627735,7,"House, apartment, flat",East North Central,0.0,2,0.0,11.11,11.11,0.0,0.0,265.0,12.0,100.0,0.0,1,0.0,0.0,2.201725,0.0,0,0,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,,0.0,1.0,3.055905,2.558405,0.03177777777777778
2163,368577,77,Grade 8 or lower,,,No,,,Widowed,,No,Female,32.0,"Ill, disabled, unable to work",900.0,,368577,Rest of America,"< 125,000",9276.0,0.0,0.0,1.655,0.0,2.275,0,"House, apartment, flat",,0.0,1,8.74,29.065,37.805,4.18,2.9214700000000002,16.0,12.0,30.0,0.0,0,1.7043650000000001,2.05,1.025,2.7,0,1,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,No,,1.865,1.0,5.405,3.2841650000000002,0.21192971108236308
2182,368614,60,Some college but no degree,,,No,,Not at all,Never married,,No,Female,10620.0,"Ill, disabled, unable to work",900.0,,368614,Rest of America,"125,000 - 330,000",13024.0,0.0,0.0,1.995,3.5,3.64,0,"House, apartment, flat",West South Central,1.59,1,24.915,59.18,84.095,0.78,3.745,61.0,12.0,25.0,0.995,0,13.535,2.5,0.0,0.0,0,0,0.0,6.625,0.495,4.25,,Yes,2.5,0.0,Yes,Texas,2.5,,10.53,0.0,0.3357601351351351
